start_date,state,pollster,methodology,noise,supports_rate,is_national,days_since_biden_withdrawal
2024-08-02,Illinois,E,online panel,-2,28.7,0,12
2024-10-07,Oregon,D,probability panel,14,37.4,0,78
2024-08-23,Virginia,E,online panel,18,38.6,0,33
2024-10-04,Idaho,A,online panel,18,57.1,0,75
2024-09-08,Kansas,D,online panel,5,38.8,0,49
2024-10-14,Rhode Island,F,in-person,10,30.8,0,85
2024-08-17,California,C,probability panel,-6,50.1,0,27
2024-09-19,California,A,by phone,8,56.1,0,60
2024-07-26,Tennessee,B,probability panel,9,36.5,0,5
2024-08-10,Delaware,A,by phone,26,59.9,0,20
2024-09-01,New York,E,in-person,-14,24.1,0,42
2024-10-10,Florida,A,probability panel,4,36.7,0,81
2024-07-29,North Dakota,A,in-person,-11,45.7,0,8
2024-07-24,Georgia,F,probability panel,18,52,0,3
2024-09-09,Colorado,E,in-person,-0,49.7,0,50
2024-10-15,Nebraska,C,in-person,3,20.9,0,86
2024-09-16,California,A,online panel,-2,33.1,0,57
2024-09-18,Minnesota,E,by phone,7,57.9,0,59
2024-10-08,Louisiana,C,in-person,13,40.4,0,79
2024-08-19,Oregon,C,by phone,-34,49.7,0,29
2024-09-15,Maine,F,probability panel,-1,31.5,0,56
2024-08-26,Connecticut,D,online panel,-4,33.8,0,36
2024-10-20,New Mexico,F,probability panel,4,47.6,0,91
2024-10-17,Delaware,D,probability panel,-9,22.3,0,88
2024-10-16,Oklahoma,B,online panel,-17,21.2,0,87
2024-10-02,New York,A,in-person,0,49.6,0,73
2024-10-11,Mississippi,C,probability panel,20,52.9,0,82
2024-07-22,Wyoming,B,probability panel,13,52.8,0,1
2024-11-03,New York,C,in-person,2,22.3,0,105
2024-10-04,South Dakota,E,in-person,3,38.2,0,75
2024-09-13,New Jersey,A,online panel,-1,47.6,0,54
2024-08-07,Nebraska,C,online panel,10,21,0,17
2024-10-29,South Carolina,E,online panel,16,45.5,0,100
2024-08-09,Indiana,B,by phone,16,34.5,0,19
2024-07-26,Connecticut,D,probability panel,-14,43.1,0,5
2024-07-27,Utah,D,by phone,-9,46.8,0,6
2024-09-16,Wyoming,A,online panel,14,56.8,0,57
2024-10-05,Oregon,F,online panel,-0,42.3,0,76
2024-09-17,North Dakota,D,online panel,4,36.6,0,58
2024-09-07,Georgia,B,probability panel,-7,20.8,0,48
2024-09-28,Wyoming,B,probability panel,5,51.3,0,69
2024-10-11,Idaho,C,probability panel,1,49,0,82
2024-08-26,Colorado,A,probability panel,-10,33.4,0,36
2024-08-12,Florida,F,probability panel,5,43,0,22
2024-10-25,Missouri,F,by phone,17,58.1,0,96
2024-10-20,Alaska,A,in-person,4,24.4,0,91
2024-07-21,Maine,F,in-person,3,27.4,0,0
2024-10-21,Alaska,F,by phone,-5,21.1,0,92
2024-10-25,Georgia,F,in-person,19,30.9,0,96
2024-08-06,Delaware,B,by phone,-5,27.7,0,16
2024-08-10,Tennessee,C,probability panel,-25,50.9,0,20
2024-08-14,Wyoming,E,probability panel,1,45.2,0,24
2024-10-13,Colorado,B,online panel,3,32.6,0,84
2024-10-29,Vermont,E,by phone,-3,21.1,0,100
2024-10-09,New Jersey,A,probability panel,9,32.8,0,80
2024-09-17,Arkansas,C,by phone,-3,42,0,58
2024-08-08,Idaho,E,online panel,12,24.6,0,18
2024-10-08,Maryland,D,online panel,9,49.7,0,79
2024-10-24,Vermont,C,probability panel,21,50.1,0,95
2024-10-30,Kentucky,D,probability panel,1,51.1,0,101
2024-08-29,Georgia,F,online panel,-6,47.1,0,39
2024-08-01,Kansas,E,online panel,6,30.8,0,11
2024-09-02,Indiana,E,by phone,3,29,0,43
2024-08-18,Utah,B,in-person,-7,49.3,0,28
2024-10-24,Arkansas,A,by phone,-1,55.8,0,95
2024-10-05,national,F,in-person,12,52,1,76
2024-08-20,North Dakota,B,by phone,2,57.2,0,30
2024-10-19,Minnesota,F,in-person,-19,39.4,0,90
2024-10-13,Maine,A,by phone,19,19.3,0,84
2024-07-28,Washington,B,probability panel,4,26.7,0,7
2024-08-20,Minnesota,D,in-person,6,22,0,30
2024-09-24,Nevada,E,by phone,-13,28.7,0,65
2024-10-02,Florida,B,by phone,-11,55.1,0,73
2024-10-24,Maine,F,online panel,5,47.7,0,95
2024-09-10,Oklahoma,D,probability panel,-1,33.5,0,51
2024-08-05,Minnesota,F,online panel,-12,44.6,0,15
2024-09-11,Wyoming,B,in-person,15,42.2,0,52
2024-07-22,Alabama,C,by phone,-8,20.7,0,1
2024-08-20,Alabama,E,online panel,4,19.7,0,30
2024-10-12,Ohio,B,in-person,-2,59.1,0,83
2024-07-30,Michigan,D,probability panel,3,57.1,0,9
2024-08-26,Texas,F,in-person,15,57.4,0,36
2024-09-10,Florida,C,in-person,6,30,0,51
2024-08-02,California,E,online panel,-8,24.5,0,12
2024-08-10,Maryland,D,probability panel,11,36,0,20
2024-10-25,Kentucky,B,by phone,-7,40.3,0,96
2024-08-06,Vermont,C,by phone,13,36.3,0,16
2024-08-20,Utah,E,online panel,22,59.7,0,30
2024-09-26,West Virginia,F,probability panel,-25,44.6,0,67
2024-10-19,Rhode Island,C,online panel,-10,28.4,0,90
2024-08-16,California,B,probability panel,-14,49.3,0,26
2024-08-21,Wyoming,F,probability panel,4,27.9,0,31
2024-08-17,Hawaii,A,in-person,-4,48.6,0,27
2024-07-25,Maryland,D,by phone,-3,54.9,0,4
2024-08-30,Utah,E,by phone,-17,40.3,0,40
2024-08-10,North Carolina,E,probability panel,-21,28.3,0,20
2024-08-29,Louisiana,F,in-person,1,43.1,0,39
2024-10-01,national,B,online panel,2,51.3,1,72
2024-09-14,Connecticut,F,probability panel,6,59,0,55
2024-08-08,Oregon,A,online panel,9,45.7,0,18
2024-10-06,Ohio,F,in-person,-8,34.2,0,77
2024-09-10,Idaho,D,probability panel,-4,29.2,0,51
2024-08-23,Hawaii,B,online panel,3,27.8,0,33
2024-10-23,Colorado,E,probability panel,0,34.9,0,94
2024-09-18,Pennsylvania,E,by phone,-9,36.5,0,59
2024-08-20,Kentucky,E,probability panel,-8,27.8,0,30
2024-08-28,Delaware,C,probability panel,10,36.6,0,38
2024-08-09,Indiana,D,online panel,7,27.2,0,19
2024-09-06,Illinois,C,probability panel,13,38.6,0,47
2024-10-27,Illinois,D,by phone,-19,56.6,0,98
2024-07-23,Indiana,C,probability panel,6,55.2,0,2
2024-09-07,Vermont,B,by phone,-7,57.1,0,48
2024-09-17,North Dakota,B,online panel,-3,41.8,0,58
2024-08-27,North Carolina,F,by phone,-11,27.1,0,37
2024-09-21,Missouri,A,by phone,9,58.1,0,62
2024-08-05,Maine,F,by phone,-16,50.2,0,15
2024-07-27,Michigan,A,in-person,-13,53.6,0,6
2024-08-27,North Dakota,A,online panel,5,39.7,0,37
2024-11-01,Pennsylvania,D,online panel,6,33,0,103
2024-10-28,Kansas,A,by phone,-18,26.6,0,99
2024-10-22,Ohio,F,by phone,-8,58.8,0,93
2024-10-23,Indiana,F,in-person,-12,35.9,0,94
2024-10-27,Oregon,B,online panel,10,20.3,0,98
2024-09-13,Montana,C,probability panel,8,44.5,0,54
2024-08-31,Maine,F,by phone,-4,51.1,0,41
2024-09-14,California,F,probability panel,-9,30.6,0,55
2024-07-21,Nebraska,A,probability panel,-1,26.8,0,0
2024-07-22,Kentucky,E,online panel,-4,37.7,0,1
2024-10-14,New Jersey,B,by phone,-10,58.7,0,85
2024-09-06,Connecticut,B,online panel,16,53.8,0,47
2024-08-27,New Hampshire,F,in-person,8,30.7,0,37
2024-08-15,Mississippi,B,in-person,4,35.8,0,25
2024-08-14,Illinois,F,in-person,5,53.2,0,24
2024-09-14,Connecticut,B,by phone,-11,54.1,0,55
2024-08-24,West Virginia,A,by phone,-8,31.9,0,34
2024-08-30,Missouri,D,probability panel,7,27.7,0,40
2024-09-10,national,A,in-person,9,24,1,51
2024-10-03,Vermont,E,in-person,7,46.4,0,74
2024-08-19,Indiana,B,in-person,-11,45.2,0,29
2024-07-26,West Virginia,C,probability panel,-4,34.9,0,5
2024-08-26,Maryland,D,by phone,2,30.6,0,36
2024-07-27,Kansas,E,in-person,-14,26,0,6
2024-09-12,Utah,A,online panel,-10,35.6,0,53
2024-08-26,North Carolina,E,online panel,-6,53,0,36
2024-10-27,California,B,by phone,5,38.8,0,98
2024-08-29,Maryland,F,by phone,5,52.6,0,39
2024-08-18,Massachusetts,F,in-person,22,26.9,0,28
2024-08-17,Rhode Island,D,probability panel,-7,29,0,27
2024-07-28,Indiana,A,probability panel,-10,28,0,7
2024-09-06,Rhode Island,C,in-person,-5,51.5,0,47
2024-09-06,California,C,probability panel,7,55.8,0,47
2024-10-12,Oregon,F,in-person,-8,33.2,0,83
2024-08-23,Missouri,B,by phone,-11,30.9,0,33
2024-09-19,Wyoming,F,probability panel,-21,32.7,0,60
2024-09-14,South Carolina,A,probability panel,24,58.8,0,55
2024-11-02,Virginia,D,online panel,8,58.3,0,104
2024-09-07,Connecticut,F,by phone,2,58.6,0,48
2024-10-18,Kansas,C,by phone,-13,28.1,0,89
2024-10-24,Maine,B,by phone,-0,36.9,0,95
2024-09-10,Arkansas,C,online panel,16,59.1,0,51
2024-09-27,West Virginia,C,in-person,-15,20.8,0,68
2024-08-06,Virginia,E,by phone,10,41.1,0,16
2024-10-18,Maine,D,online panel,-5,43.4,0,89
2024-10-30,California,A,probability panel,-4,39.9,0,101
2024-07-29,New Hampshire,C,probability panel,-7,39.8,0,8
2024-08-08,North Dakota,A,online panel,1,36.7,0,18
2024-11-03,New Jersey,E,in-person,-2,58.2,0,105
2024-10-23,Wisconsin,F,by phone,-8,35.4,0,94
2024-10-17,Maryland,A,online panel,10,52.9,0,88
2024-08-29,Kentucky,E,probability panel,12,55,0,39
2024-08-18,Michigan,B,by phone,17,20,0,28
2024-10-13,Georgia,A,in-person,-9,32,0,84
2024-08-12,Florida,A,online panel,15,54.9,0,22
2024-07-31,Maryland,D,in-person,-5,53.5,0,10
2024-08-16,Georgia,C,in-person,15,47,0,26
2024-10-28,Indiana,C,in-person,2,36.1,0,99
2024-08-05,Kentucky,A,by phone,3,48.9,0,15
2024-10-11,Iowa,B,in-person,3,21.9,0,82
2024-07-27,Kentucky,E,by phone,13,51.7,0,6
2024-09-01,Nebraska,B,in-person,17,58.2,0,42
2024-10-11,Maine,F,online panel,-2,53.1,0,82
2024-11-04,Hawaii,D,in-person,-5,22.2,0,106
2024-08-04,Illinois,D,probability panel,-7,35.9,0,14
2024-09-05,Missouri,F,by phone,-9,43.3,0,46
2024-07-21,Nebraska,F,probability panel,-5,45.5,0,0
2024-08-31,Montana,A,probability panel,-10,55.1,0,41
2024-09-02,West Virginia,F,in-person,4,45.7,0,43
2024-10-18,Georgia,C,in-person,1,36.6,0,89
2024-10-20,Alaska,C,online panel,-3,29.4,0,91
2024-08-04,Alaska,B,probability panel,3,54.9,0,14
2024-08-25,California,E,in-person,5,38,0,35
2024-09-21,California,C,in-person,-3,45.1,0,62
2024-09-27,New Jersey,A,in-person,6,53.1,0,68
2024-09-06,New York,F,in-person,-4,19.9,0,47
2024-08-25,Florida,E,in-person,7,46.7,0,35
2024-09-16,Arkansas,C,in-person,-8,57.9,0,57
2024-07-22,Georgia,E,by phone,-7,35.6,0,1
2024-08-24,Alabama,E,by phone,-15,19.9,0,34
2024-10-29,Georgia,B,probability panel,7,59.4,0,100
2024-09-25,Utah,D,probability panel,-2,55.9,0,66
2024-08-01,Oregon,C,in-person,-1,38.1,0,11
2024-10-30,Missouri,B,by phone,-8,20.6,0,101
2024-08-26,Connecticut,C,by phone,-6,39.6,0,36
2024-10-27,Louisiana,C,probability panel,6,48,0,98
2024-07-29,Idaho,D,by phone,5,23.3,0,8
2024-10-17,Illinois,D,probability panel,3,29.9,0,88
2024-10-21,Michigan,B,by phone,-3,27,0,92
2024-10-17,Maine,C,probability panel,-12,44.4,0,88
2024-09-23,South Carolina,E,online panel,21,51.6,0,64
2024-09-11,Rhode Island,D,in-person,6,34.8,0,52
2024-10-19,Ohio,E,in-person,-15,49,0,90
2024-09-06,South Carolina,E,by phone,20,50.2,0,47
2024-08-13,Alaska,C,in-person,-4,52.3,0,23
2024-09-23,Vermont,D,by phone,8,47.1,0,64
2024-08-03,Massachusetts,C,in-person,11,45.5,0,13
2024-07-22,Hawaii,D,online panel,8,29.1,0,1
2024-10-05,Hawaii,B,probability panel,-16,27.6,0,76
2024-09-27,North Dakota,D,in-person,21,52.6,0,68
2024-10-29,Nevada,B,probability panel,-8,24.4,0,100
2024-08-08,Florida,A,in-person,-4,54.7,0,18
2024-09-06,Maine,A,in-person,4,47.8,0,47
2024-09-03,Oregon,F,in-person,-1,42.9,0,44
2024-10-02,Vermont,A,in-person,-12,38.8,0,73
2024-08-27,Vermont,D,by phone,8,44.7,0,37
2024-10-05,Missouri,C,in-person,-12,40.3,0,76
2024-09-14,Delaware,E,in-person,5,37.8,0,55
2024-10-28,California,E,online panel,-5,51.9,0,99
2024-09-15,Illinois,B,by phone,4,57.2,0,56
2024-10-26,Illinois,E,by phone,-13,39.3,0,97
2024-09-30,Oregon,D,online panel,-5,43.4,0,71
2024-09-28,Utah,E,probability panel,-11,21.2,0,69
2024-07-26,Tennessee,A,in-person,6,39.4,0,5
2024-08-19,Texas,D,by phone,4,38,0,29
2024-09-10,North Dakota,C,online panel,17,35.9,0,51
2024-08-06,Texas,E,online panel,2,54.9,0,16
2024-08-20,Oregon,C,probability panel,-16,60,0,30
2024-10-23,California,F,in-person,-24,19.4,0,94
2024-07-29,Wisconsin,A,online panel,16,47.7,0,8
2024-10-22,Ohio,C,in-person,4,25.6,0,93
2024-09-11,Wisconsin,E,in-person,4,59.4,0,52
2024-10-08,national,A,in-person,5,33,1,79
2024-10-06,Idaho,E,online panel,-1,39.9,0,77
2024-09-15,Nevada,B,by phone,1,31.3,0,56
2024-08-27,Maryland,B,in-person,4,28.8,0,37
2024-10-24,Wisconsin,E,online panel,-4,20,0,95
2024-08-22,Oklahoma,D,in-person,-6,27.1,0,32
2024-07-21,New York,E,online panel,-8,56.6,0,0
2024-09-28,Wisconsin,C,probability panel,-7,58.2,0,69
2024-08-10,Illinois,B,in-person,-13,51.3,0,20
2024-07-22,Louisiana,D,online panel,14,28.2,0,1
2024-07-21,Kansas,C,probability panel,11,49.4,0,0
2024-10-30,Missouri,C,online panel,13,37.8,0,101
2024-09-19,Illinois,F,probability panel,16,20.8,0,60
2024-09-21,Alaska,C,by phone,-10,33.7,0,62
2024-09-28,Michigan,F,online panel,-11,36.9,0,69
2024-08-16,Idaho,C,by phone,-8,27.8,0,26
2024-08-31,Kansas,A,online panel,8,25.5,0,41
2024-08-12,Missouri,A,online panel,-9,56.4,0,22
2024-08-17,Kansas,A,by phone,10,21,0,27
2024-07-22,Montana,D,in-person,-1,45.2,0,1
2024-09-19,national,F,online panel,11,23,1,60
2024-09-22,Vermont,C,probability panel,-5,25.4,0,63
2024-07-29,Iowa,A,by phone,8,54.3,0,8
2024-10-12,North Carolina,D,online panel,-5,33,0,83
2024-09-13,Indiana,E,probability panel,-5,45.5,0,54
2024-10-05,West Virginia,F,in-person,13,23.6,0,76
2024-10-12,South Carolina,D,in-person,-6,21,0,83
2024-08-06,Delaware,F,in-person,-11,41.5,0,16
2024-08-11,Arkansas,B,probability panel,3,25.1,0,21
2024-10-06,Pennsylvania,D,in-person,-15,39.9,0,77
2024-10-22,Mississippi,E,online panel,2,32.8,0,93
2024-09-13,Minnesota,A,in-person,-2,42.1,0,54
2024-08-29,Iowa,E,online panel,-10,39.2,0,39
2024-08-20,North Dakota,D,by phone,6,33.7,0,30
2024-08-22,Alaska,B,probability panel,-8,41.3,0,32
2024-08-16,Wyoming,D,in-person,-11,48.5,0,26
2024-08-31,Oregon,E,by phone,12,32.8,0,41
2024-11-04,Mississippi,D,probability panel,-0,39.8,0,106
2024-08-31,North Carolina,F,in-person,18,41,0,41
2024-08-24,Minnesota,B,online panel,-6,26.2,0,34
2024-10-03,Minnesota,F,in-person,9,27.9,0,74
2024-10-08,Indiana,E,in-person,7,44.2,0,79
2024-08-25,Wyoming,F,probability panel,15,47.7,0,35
2024-08-04,California,D,by phone,-2,59.9,0,14
2024-08-04,Indiana,B,in-person,0,23,0,14
2024-09-19,South Dakota,F,by phone,19,39.4,0,60
2024-10-19,Minnesota,B,probability panel,10,29.5,0,90
2024-10-06,New Jersey,E,by phone,4,49.3,0,77
2024-08-17,Nevada,B,by phone,5,41.9,0,27
2024-10-14,South Dakota,A,online panel,-12,33.9,0,85
2024-09-06,Ohio,B,online panel,-0,53.1,0,47
2024-07-24,Maine,C,online panel,-2,55.5,0,3
2024-08-18,national,C,probability panel,-2,20.4,1,28
2024-08-25,Florida,B,probability panel,18,42.2,0,35
2024-10-28,New Mexico,E,probability panel,-1,43,0,99
2024-08-05,Ohio,F,online panel,-12,37.1,0,15
2024-09-13,Ohio,A,probability panel,-19,35.6,0,54
2024-08-15,Wisconsin,A,in-person,-0,38.5,0,25
2024-08-12,Nebraska,E,online panel,-9,56.2,0,22
2024-09-02,Oregon,E,in-person,7,32.9,0,43
2024-09-22,New Mexico,D,probability panel,-13,52.1,0,63
2024-08-03,Colorado,A,by phone,-3,27.9,0,13
2024-10-23,Montana,F,by phone,13,37.4,0,94
2024-08-19,Texas,F,online panel,-14,33.7,0,29
2024-10-12,Arkansas,D,online panel,3,46.9,0,83
2024-11-03,Hawaii,F,in-person,-9,28.7,0,105
2024-08-21,New Mexico,B,by phone,-5,22.6,0,31
2024-10-12,Delaware,C,probability panel,9,42.4,0,83
2024-09-10,Virginia,D,in-person,-6,29.6,0,51
2024-08-25,Mississippi,E,online panel,-11,40.2,0,35
2024-07-31,Kansas,B,probability panel,-34,45.7,0,10
2024-07-27,Louisiana,D,probability panel,3,21.9,0,6
2024-07-24,Missouri,D,in-person,5,27.6,0,3
2024-09-03,Pennsylvania,D,by phone,7,29.8,0,44
2024-09-07,Minnesota,E,by phone,-9,29.5,0,48
2024-09-26,Georgia,E,probability panel,16,50.9,0,67
2024-08-24,Colorado,C,in-person,-13,30.4,0,34
2024-08-31,Tennessee,C,probability panel,8,37.8,0,41
2024-09-30,Missouri,E,in-person,2,23.3,0,71
2024-08-22,North Carolina,F,online panel,-22,59.1,0,32
2024-07-26,Kansas,E,in-person,4,19.7,0,5
2024-08-21,Alabama,A,online panel,1,25.1,0,31
2024-09-07,South Dakota,E,probability panel,-3,37.9,0,48
2024-09-23,Maine,B,in-person,5,45.4,0,64
2024-09-10,Alabama,B,online panel,-8,21.7,0,51
2024-08-29,South Dakota,F,in-person,1,49.7,0,39
2024-09-19,Maine,B,by phone,-14,48.5,0,60
2024-10-30,Pennsylvania,F,probability panel,-6,36.1,0,101
2024-08-09,Maryland,D,by phone,0,30.7,0,19
2024-10-25,Colorado,C,in-person,-27,48.3,0,96
2024-09-13,Utah,A,by phone,-9,40.8,0,54
2024-10-07,Alaska,D,by phone,3,57.7,0,78
2024-09-28,South Carolina,E,online panel,-3,57.7,0,69
2024-10-31,New Mexico,C,in-person,-7,42,0,102
2024-09-16,Illinois,A,by phone,-9,29.9,0,57
2024-08-15,Alabama,F,online panel,12,32.1,0,25
2024-07-31,Kansas,A,in-person,1,46.9,0,10
2024-08-23,Hawaii,F,in-person,1,45.2,0,33
2024-08-25,South Carolina,C,online panel,14,38.6,0,35
2024-08-14,Connecticut,B,probability panel,-23,28.5,0,24
2024-10-30,Alabama,B,probability panel,-1,35.5,0,101
2024-08-11,Maryland,B,by phone,-22,38.9,0,21
2024-08-14,Massachusetts,C,probability panel,4,39.8,0,24
2024-10-12,Nebraska,C,by phone,-5,38.3,0,83
2024-08-27,Kentucky,B,probability panel,13,37.2,0,37
2024-08-25,New Mexico,B,probability panel,21,42.4,0,35
2024-07-23,Texas,F,online panel,-12,49.1,0,2
2024-10-29,Alaska,D,online panel,20,23.7,0,100
2024-09-15,New Jersey,D,in-person,17,24.1,0,56
2024-07-27,Florida,C,probability panel,16,58.8,0,6
2024-07-25,Virginia,B,by phone,5,37.7,0,4
2024-09-24,Connecticut,D,in-person,-14,57.8,0,65
2024-08-19,Maryland,D,in-person,6,37.4,0,29
2024-07-21,Connecticut,F,by phone,3,57.6,0,0
2024-07-22,Florida,A,online panel,15,49.3,0,1
2024-10-05,Nebraska,E,by phone,9,58.4,0,76
2024-10-03,Idaho,F,online panel,-0,31.9,0,74
2024-08-23,Maine,C,in-person,-12,33.8,0,33
2024-09-03,Utah,E,in-person,-12,31.8,0,44
2024-10-16,Ohio,D,probability panel,7,52.6,0,87
2024-07-23,Ohio,D,by phone,0,31.6,0,2
2024-10-23,Idaho,D,online panel,-4,49,0,94
2024-10-08,Colorado,A,online panel,13,43.5,0,79
2024-08-15,Mississippi,C,probability panel,-16,31.5,0,25
2024-09-14,Nevada,B,in-person,8,52.7,0,55
2024-10-03,Pennsylvania,C,by phone,2,20.3,0,74
2024-09-23,New Mexico,F,online panel,3,19.8,0,64
2024-09-09,Washington,A,in-person,13,39.1,0,50
2024-08-09,Georgia,E,probability panel,7,47.9,0,19
2024-10-17,Louisiana,C,online panel,4,54.1,0,88
2024-08-20,Wisconsin,F,probability panel,28,36.8,0,30
2024-08-31,national,D,by phone,8,48.9,1,41
2024-07-24,Nebraska,C,in-person,-16,54.1,0,3
2024-09-29,New York,B,probability panel,7,37,0,70
2024-07-21,Minnesota,C,by phone,-2,45.2,0,0
2024-09-05,Wisconsin,D,probability panel,-9,59.9,0,46
2024-08-15,Missouri,A,online panel,20,21.3,0,25
2024-08-09,Connecticut,D,by phone,-3,32.8,0,19
2024-09-04,Montana,B,in-person,2,34.3,0,45
2024-10-20,Maryland,D,probability panel,5,43.2,0,91
2024-09-19,Florida,B,by phone,-6,52.7,0,60
2024-10-02,Montana,A,by phone,-2,52.8,0,73
2024-08-23,Montana,B,probability panel,-0,43.2,0,33
2024-07-30,Nebraska,A,by phone,-8,59.8,0,9
2024-10-29,Tennessee,B,by phone,4,36.9,0,100
2024-09-21,Oregon,D,online panel,7,44.9,0,62
2024-09-28,Montana,C,online panel,-11,42.2,0,69
2024-09-09,Oklahoma,B,probability panel,7,47.5,0,50
2024-09-14,Iowa,A,probability panel,-3,36.2,0,55
2024-10-12,Wisconsin,D,online panel,-7,38,0,83
2024-08-27,Rhode Island,E,online panel,-2,52,0,37
2024-08-24,Tennessee,B,in-person,0,47.2,0,34
2024-11-03,Indiana,F,in-person,-0,30.2,0,105
2024-09-21,Pennsylvania,E,in-person,12,49,0,62
2024-07-28,South Dakota,B,by phone,-7,20.9,0,7
2024-09-25,Florida,C,by phone,4,25.8,0,66
2024-08-16,Iowa,D,online panel,-29,56.9,0,26
2024-10-24,Nevada,D,online panel,0,57.3,0,95
2024-10-23,Louisiana,D,in-person,-13,29,0,94
2024-08-06,California,E,probability panel,-1,25.8,0,16
2024-10-30,Hawaii,C,by phone,-7,19.6,0,101
2024-09-13,New Hampshire,F,in-person,-7,24.6,0,54
2024-10-30,Delaware,F,online panel,-4,56.8,0,101
2024-10-27,Alabama,E,online panel,-5,47.2,0,98
2024-07-28,Maine,D,by phone,0,20.2,0,7
2024-10-01,New Jersey,A,online panel,13,26.4,0,72
2024-10-05,Kentucky,F,in-person,-0,32.7,0,76
2024-08-23,Arkansas,D,in-person,23,50.6,0,33
2024-10-08,Indiana,A,online panel,20,57.1,0,79
2024-11-04,Connecticut,D,probability panel,-2,59.1,0,106
2024-07-31,Kansas,C,online panel,-12,26,0,10
2024-10-20,New Mexico,E,by phone,5,42.6,0,91
2024-09-07,West Virginia,B,online panel,-3,29.5,0,48
2024-10-22,New Hampshire,B,online panel,-16,25.3,0,93
2024-08-19,Georgia,A,probability panel,5,32.4,0,29
2024-08-11,New York,B,by phone,-14,25.8,0,21
2024-07-29,North Dakota,D,online panel,-12,59.3,0,8
2024-07-31,Connecticut,C,in-person,-8,23.6,0,10
2024-09-01,Wisconsin,A,by phone,-2,59.8,0,42
2024-10-26,Florida,B,probability panel,-15,28.4,0,97
2024-08-06,Missouri,F,online panel,9,52.8,0,16
2024-07-21,Illinois,F,probability panel,12,53.7,0,0
2024-07-29,North Carolina,D,by phone,3,42,0,8
2024-10-16,Illinois,D,by phone,12,27.5,0,87
2024-10-04,New York,B,probability panel,16,33.3,0,75
2024-09-17,South Carolina,D,in-person,-3,34.8,0,58
2024-07-25,Louisiana,E,in-person,-1,59.7,0,4
2024-09-11,Oklahoma,D,online panel,17,40,0,52
2024-07-26,Alabama,C,online panel,14,40.6,0,5
2024-10-31,South Carolina,C,by phone,6,55.2,0,102
2024-08-07,Utah,F,by phone,3,49.6,0,17
2024-09-07,Oklahoma,A,online panel,16,58.6,0,48
2024-08-23,Hawaii,A,online panel,-14,26.4,0,33
2024-08-31,North Dakota,D,by phone,-5,41.2,0,41
2024-07-30,Delaware,C,online panel,-4,40.6,0,9
2024-07-22,Idaho,A,in-person,-8,26.4,0,1
2024-09-06,New Hampshire,B,probability panel,2,26.5,0,47
2024-09-20,Mississippi,A,in-person,9,28.5,0,61
2024-08-22,Illinois,D,in-person,-4,52.5,0,32
2024-08-02,New Jersey,B,by phone,3,52.9,0,12
2024-10-09,Kentucky,A,online panel,3,46.1,0,80
2024-09-13,Wyoming,C,by phone,8,22.2,0,54
2024-10-28,Texas,F,by phone,1,46.1,0,99
2024-07-29,Washington,B,in-person,-4,29.7,0,8
2024-09-22,Tennessee,B,by phone,-5,44.4,0,63
2024-07-28,Mississippi,C,in-person,-25,27.2,0,7
2024-10-15,Illinois,B,probability panel,3,56.5,0,86
2024-08-26,Washington,B,probability panel,8,39.4,0,36
2024-09-29,Kentucky,F,probability panel,-9,27.3,0,70
2024-08-07,California,F,in-person,-4,37.6,0,17
2024-10-19,Illinois,F,probability panel,-10,30.4,0,90
2024-10-10,Hawaii,D,online panel,1,32.1,0,81
2024-09-27,Montana,F,probability panel,0,27,0,68
2024-09-18,Minnesota,C,probability panel,2,32,0,59
2024-10-09,South Dakota,C,online panel,5,43.3,0,80
2024-09-26,Illinois,B,by phone,5,56.4,0,67
2024-07-26,New York,D,probability panel,-10,21.6,0,5
2024-08-01,West Virginia,F,in-person,4,47.2,0,11
2024-08-13,West Virginia,D,probability panel,-1,34.9,0,23
2024-10-30,Illinois,C,in-person,12,20.1,0,101
2024-10-06,Mississippi,E,probability panel,4,24.6,0,77
2024-08-12,West Virginia,E,online panel,-6,31.2,0,22
2024-07-23,Kentucky,A,probability panel,-5,32.8,0,2
2024-09-29,Tennessee,F,in-person,-3,38.2,0,70
2024-10-28,Maryland,A,by phone,-6,24.4,0,99
2024-11-01,Rhode Island,C,by phone,-2,35.7,0,103
2024-10-22,New Jersey,F,by phone,9,56.6,0,93
2024-09-05,Michigan,A,online panel,-0,19.3,0,46
2024-10-31,Missouri,A,online panel,-8,41.1,0,102
2024-09-18,Nevada,A,by phone,-10,52.8,0,59
2024-08-20,Hawaii,F,in-person,16,58.3,0,30
2024-09-13,Nebraska,C,online panel,-4,47.1,0,54
2024-08-21,Wyoming,F,online panel,4,35.1,0,31
2024-10-26,Wyoming,A,in-person,-3,43.6,0,97
2024-09-18,Minnesota,C,by phone,-7,36.6,0,59
2024-07-28,Tennessee,D,in-person,-10,24.7,0,7
2024-10-24,Virginia,A,online panel,-4,52.8,0,95
2024-09-08,Illinois,D,in-person,1,35.6,0,49
2024-08-30,Alaska,B,by phone,-6,34.6,0,40
2024-11-01,Hawaii,B,online panel,-14,46.9,0,103
2024-10-24,Kansas,B,probability panel,-11,52.9,0,95
2024-10-17,New Hampshire,A,by phone,8,50.7,0,88
2024-09-30,Wisconsin,D,online panel,4,36.7,0,71
2024-09-26,Kansas,A,in-person,2,39.8,0,67
2024-10-16,South Dakota,D,by phone,6,40.7,0,87
